X,Y,b3n_02,b3n_04,b3n_01,VNIR,SWIR
285,330,180,202,206,2,2
285,345,180,197,206,2,2
285,360,197,191,206,2,2
285,375,186,191,206,2,2
285,390,180,185,206,3,2
285,405,180,191,199,3,2
285,420,180,179,206,3,2
285,435,180,185,206,3,2
285,450,180,202,206,3,2
285,465,186,202,206,3,1
285,480,186,197,206,3,1
285,495,168,174,199,5,1
285,510,168,174,178,5,1
285,525,151,162,178,5,4
285,540,163,185,171,5,4
285,555,163,174,178,5,4
285,570,180,185,192,3,4
285,585,163,179,178,5,4
285,600,163,179,178,5,4
285,615,168,179,185,5,4
285,630,174,179,192,3,4
285,645,186,191,192,3,4
285,660,186,197,199,3,4
285,675,180,197,199,3,4
285,690,174,197,199,3,4
285,705,174,202,192,3,4
285,720,168,197,192,3,4
285,735,168,185,185,3,5
285,750,174,197,185,2,5
285,765,174,202,199,2,5
285,780,174,202,206,2,5
285,795,174,202,192,2,5
285,810,174,197,206,2,5
285,825,174,202,199,2,4
285,840,163,208,206,2,4
285,855,163,214,206,2,5
285,870,168,202,199,2,5
285,885,186,191,192,2,5
285,900,174,191,192,2,5
285,915,174,179,199,2,4
285,930,168,174,199,3,4
285,945,168,179,206,3,1
285,960,168,179,199,3,1
285,975,168,168,199,3,1
285,990,168,174,199,3,1
285,1005,168,179,206,3,1
285,1020,168,197,199,2,1
285,1035,191,191,192,2,1
285,1050,191,208,199,2,1
300,0,180,202,206,2,5
300,15,192,202,206,2,1
300,30,192,225,213,4,1
300,45,197,225,213,4,2
300,60,203,225,213,4,2
300,75,192,208,206,3,1
300,90,180,185,192,3,1
300,105,168,191,199,3,5
300,120,180,191,199,3,5
300,135,174,185,206,3,4
300,150,174,197,199,3,4
300,165,174,197,213,2,4
300,180,168,202,234,2,4
300,195,186,208,234,4,1
300,210,209,208,227,4,1
300,225,191,197,199,2,1
300,240,186,191,206,3,1
300,255,180,191,178,3,1
300,270,168,185,185,3,1
300,285,168,168,185,3,2
300,300,168,185,213,2,2
300,315,197,208,213,2,2
300,330,180,202,206,2,2
300,345,209,197,206,2,2
300,360,197,197,199,2,2
300,375,191,179,206,3,2
300,390,186,185,199,3,2
300,405,191,179,199,3,1
300,420,186,191,199,3,1
300,435,174,197,206,3,4
300,450,186,197,206,3,4
300,465,186,185,199,3,1
300,480,163,162,171,5,1
300,495,163,162,178,5,4
300,510,151,168,171,5,4
300,525,168,174,178,5,4
300,540,163,174,185,5,4
300,555,168,185,185,5,4
300,570,163,174,178,5,4
300,585,168,174,192,5,1
300,600,163,185,178,5,1
300,615,163,179,199,5,4
300,630,180,185,199,3,4
300,645,174,191,192,3,5
300,660,174,197,199,3,5
300,675,174,202,199,3,5
300,690,157,202,192,3,5
300,705,157,191,192,3,4
300,720,168,197,192,3,4
300,735,174,197,206,2,4
300,750,174,197,199,2,4
300,765,174,202,192,2,5
300,780,168,202,199,2,5
300,795,174,197,199,2,5
300,810,168,202,199,2,5
300,825,174,202,192,2,5
300,840,174,202,199,2,5
300,855,168,197,199,2,5
300,870,180,191,192,2,5
300,885,168,191,192,2,4
300,900,174,185,206,3,4
300,915,174,174,199,3,4
300,930,168,174,206,3,4
300,945,168,174,199,3,1
300,960,168,168,206,3,1
300,975,163,174,192,3,1
300,990,163,174,199,3,1
300,1005,163,174,206,3,1
300,1020,186,196,213,2,1
300,1035,197,208,213,4,2
300,1050,191,214,234,4,2
315,0,197,202,220,4,5
315,15,197,214,227,4,1
315,30,197,231,227,4,1
315,45,203,225,227,4,2
315,60,192,208,206,4,2
315,75,192,197,192,3,1
315,90,174,179,192,3,1
315,105,180,191,213,3,5
315,120,180,202,206,3,5
315,135,186,191,206,3,4
315,150,174,202,199,2,4
315,165,174,197,234,2,4
315,180,180,220,241,4,4
315,195,203,197,234,4,1
315,210,191,208,199,4,1
315,225,191,179,199,3,1
315,240,174,191,192,3,1
315,255,180,202,192,2,1
315,270,180,202,192,2,1
315,285,191,191,213,2,2
315,300,203,214,213,2,2
315,315,197,214,220,4,2
315,330,203,208,206,4,2
315,345,203,197,206,2,2
315,360,191,185,206,3,2
315,375,191,174,206,3,2
315,390,186,179,192,5,2
315,405,186,179,199,3,1
315,420,186,185,206,3,1
315,435,180,191,206,3,4
315,450,180,185,206,3,4
315,465,168,168,171,5,1
315,480,168,162,171,5,1
315,495,157,174,164,5,4
315,510,168,185,178,3,4
315,525,168,179,178,5,4
315,540,168,174,185,5,4
315,555,163,168,185,5,4
315,570,163,179,192,5,4
315,585,168,174,192,5,1
315,600,168,185,199,3,1
315,615,174,191,206,3,4
315,630,174,191,206,3,4
315,645,174,191,192,3,5
315,660,186,191,192,3,5
315,675,174,191,192,3,5
315,690,168,191,192,3,5
315,705,174,191,178,3,4
315,720,174,202,199,3,4
315,735,174,185,199,3,4
315,750,163,185,206,3,4
315,765,168,197,192,3,5
315,780,168,191,199,3,5
315,795,174,197,206,2,5
315,810,180,197,199,2,5
315,825,174,202,206,2,5
315,840,174,197,199,2,5
315,855,180,197,192,2,5
315,870,168,202,199,2,5
315,885,168,185,199,2,4
315,900,174,179,206,3,4
315,915,168,185,206,3,4
315,930,168,168,199,3,4
315,945,157,162,192,3,1
315,960,163,168,192,3,1
315,975,157,168,192,3,1
315,990,151,179,199,3,1
315,1005,168,196,206,2,1
315,1020,186,196,213,2,1
315,1035,197,208,234,4,2
315,1050,203,208,248,4,2
330,0,192,225,213,4,4
330,15,209,220,234,4,4
330,30,209,231,213,2,4
330,45,192,208,213,2,1
330,60,192,197,192,3,1
330,75,174,185,192,3,4
330,90,174,185,213,3,4
330,105,168,191,206,3,4
330,120,180,185,206,3,4
330,135,174,185,206,3,5
330,150,174,208,213,2,5
330,165,186,208,234,2,1
330,180,191,208,241,4,1
330,195,197,202,199,4,2
330,210,197,174,192,3,2
330,225,180,179,192,3,2
330,240,180,208,206,3,2
330,255,180,202,213,2,2
330,270,203,202,199,2,2
330,285,197,208,213,2,2
330,300,191,214,213,4,2
330,315,209,202,220,4,2
330,330,203,202,220,4,2
330,345,191,185,213,2,2
330,360,203,185,206,3,2
330,375,180,151,192,5,1
330,390,168,168,199,5,1
330,405,174,185,199,5,4
330,420,180,185,192,3,4
330,435,168,174,206,3,4
330,450,157,174,185,5,4
330,465,157,168,178,5,4
330,480,163,179,171,5,4
330,495,174,191,185,3,4
330,510,174,168,178,3,4
330,525,180,168,185,5,4
330,540,168,179,185,5,4
330,555,168,174,178,5,1
330,570,174,174,192,5,1
330,585,180,185,192,3,1
330,600,180,191,199,3,1
330,615,174,197,199,3,4
330,630,180,185,206,2,4
330,645,180,191,213,2,4
330,660,174,191,199,2,4
330,675,191,185,199,3,4
330,690,186,185,199,3,4
330,705,168,191,199,3,4
330,720,174,197,206,3,4
330,735,168,191,206,3,4
330,750,168,191,213,3,4
330,765,168,197,199,3,5
330,780,174,208,206,2,5
330,795,174,202,199,2,5
330,810,174,202,206,2,5
330,825,180,202,206,2,5
330,840,174,202,192,2,5
330,855,180,197,199,3,5
330,870,174,197,199,2,5
330,885,168,197,206,3,4
330,900,168,179,206,3,4
330,915,168,179,206,3,1
330,930,163,173,185,3,1
330,945,157,168,185,3,1
330,960,157,168,192,3,1
330,975,168,179,192,3,1
330,990,163,185,206,3,1
330,1005,174,185,234,2,1
330,1020,174,219,234,4,1
330,1035,203,208,241,4,1
330,1050,191,173,255,4,1
345,0,215,220,234,4,4
345,15,209,214,220,2,4
345,30,197,208,213,2,4
345,45,197,197,192,2,1
345,60,192,202,199,2,1
345,75,192,202,206,2,4
345,90,174,191,213,2,4
345,105,186,197,213,2,4
345,120,168,185,206,3,4
345,135,174,197,234,2,5
345,150,191,202,234,2,5
345,165,203,202,220,2,1
345,180,203,208,227,4,1
345,195,197,197,199,4,2
345,210,180,179,192,3,2
345,225,174,185,199,3,2
345,240,180,208,213,2,2
345,255,209,214,213,4,2
345,270,209,208,213,4,2
345,285,197,208,206,2,2
345,300,203,214,213,4,2
345,315,209,208,213,4,2
345,330,209,185,213,4,2
345,345,191,185,185,3,2
345,360,180,151,192,5,2
345,375,134,116,185,5,1
345,390,168,116,199,5,1
345,405,151,174,185,5,4
345,420,168,179,185,5,4
345,435,163,174,185,5,4
345,450,157,174,178,5,4
345,465,163,179,178,5,4
345,480,174,179,185,3,4
345,495,174,179,192,3,4
345,510,180,174,185,3,4
345,525,186,168,192,3,4
345,540,174,179,185,5,4
345,555,174,185,185,3,1
345,570,180,179,185,3,1
345,585,180,174,192,3,1
345,600,180,185,199,3,1
345,615,180,197,206,2,4
345,630,180,185,206,2,4
345,645,180,191,206,2,4
345,660,186,185,199,2,4
345,675,180,185,192,3,4
345,690,168,197,185,3,4
345,705,168,191,206,3,4
345,720,174,197,206,3,4
345,735,168,197,199,3,4
345,750,168,202,199,2,4
345,765,174,202,213,2,5
345,780,168,202,206,2,5
345,795,180,208,199,2,5
345,810,180,202,199,2,5
345,825,174,202,206,2,5
345,840,174,202,206,2,5
345,855,180,197,199,3,5
345,870,163,174,199,3,5
345,885,163,174,199,3,4
345,900,157,179,199,3,4
345,915,163,173,185,3,1
345,930,168,185,192,3,1
345,945,186,179,178,3,1
345,960,186,179,192,3,1
345,975,186,185,199,3,1
345,990,174,185,220,2,1
345,1005,168,208,234,4,1
345,1020,197,219,255,4,1
345,1035,214,196,199,4,1
345,1050,191,162,199,4,1
360,0,203,220,227,4,5
360,15,197,197,199,3,1
360,30,197,202,213,3,1
360,45,186,197,192,3,4
360,60,192,197,185,2,4
360,75,203,208,206,2,4
360,90,197,208,220,2,4
360,105,186,197,213,2,4
360,120,186,202,227,2,4
360,135,186,197,234,2,1
360,150,203,191,227,2,1
360,165,186,191,213,2,1
360,180,197,197,206,2,1
360,195,186,191,199,3,1
360,210,174,191,199,3,1
360,225,174,197,206,3,2
360,240,163,191,220,2,2
360,255,215,191,213,2,2
360,270,215,202,220,4,2
360,285,191,214,220,4,2
360,300,209,208,220,4,2
360,315,197,191,220,4,2
360,330,203,185,185,3,2
360,345,186,179,157,3,1
360,360,151,174,157,5,1
360,375,151,128,150,5,1
360,390,122,139,171,5,1
360,405,163,168,185,5,4
360,420,157,168,185,5,4
360,435,163,174,185,5,4
360,450,163,168,185,5,4
360,465,163,179,192,5,1
360,480,163,185,185,3,1
360,495,174,179,192,3,4
360,510,186,168,192,3,4
360,525,186,185,199,3,2
360,540,186,179,199,3,2
360,555,180,179,199,3,2
360,570,180,185,192,3,2
360,585,180,179,192,3,2
360,600,186,179,192,3,2
360,615,186,197,206,2,4
360,630,186,191,206,2,4
360,645,186,191,206,2,4
360,660,174,191,206,2,4
360,675,174,197,206,2,4
360,690,174,197,199,2,4
360,705,174,191,192,3,4
360,720,168,191,185,3,4
360,735,168,197,192,3,5
360,750,174,202,199,2,5
360,765,180,202,199,2,5
360,780,180,202,213,2,5
360,795,180,197,206,2,5
360,810,180,197,206,2,5
360,825,174,208,199,2,4
360,840,174,214,199,2,4
360,855,163,174,199,3,1
360,870,163,185,199,3,1
360,885,163,179,178,3,1
360,900,163,185,185,3,1
360,915,180,179,185,3,1
360,930,180,185,192,3,1
360,945,180,185,199,3,1
360,960,186,191,206,3,1
360,975,174,185,206,3,1
360,990,174,191,234,2,1
360,1005,180,214,234,4,1
360,1020,197,225,248,4,1
360,1035,214,225,206,4,2
360,1050,191,139,164,5,2
375,0,174,168,206,3,5
375,15,197,208,206,3,1
375,30,186,208,192,3,1
375,45,186,185,199,3,4
375,60,192,202,199,2,4
375,75,192,185,234,2,4
375,90,192,197,241,2,4
375,105,197,191,227,2,4
375,120,186,179,199,2,4
375,135,163,191,206,2,1
375,150,180,191,220,2,1
375,165,186,202,220,2,1
375,180,186,202,213,2,1
375,195,192,202,206,2,1
375,210,174,202,199,2,1
375,225,186,202,192,2,2
375,240,197,191,192,2,2
375,255,180,191,213,2,2
375,270,197,197,220,3,2
375,285,203,208,220,3,2
375,300,191,191,192,3,2
375,315,197,191,192,3,2
375,330,186,185,178,3,2
375,345,186,179,171,3,1
375,360,174,174,171,5,1
375,375,151,179,178,5,1
375,390,163,174,178,3,1
375,405,157,174,185,3,4
375,420,157,174,178,5,4
375,435,168,168,192,3,4
375,450,180,179,185,3,4
375,465,163,179,192,3,1
375,480,163,185,199,3,1
375,495,174,179,192,3,4
375,510,174,197,199,3,4
375,525,180,185,199,2,2
375,540,191,191,206,2,2
375,555,191,191,206,2,2
375,570,186,197,199,2,2
375,585,174,185,192,3,2
375,600,174,191,206,3,2
375,615,186,197,199,2,4
375,630,180,202,199,2,4
375,645,174,197,199,2,4
375,660,174,197,192,3,4
375,675,174,202,206,2,4
375,690,174,197,185,3,4
375,705,174,202,192,3,4
375,720,174,191,185,3,4
375,735,168,191,185,3,5
375,750,180,202,192,3,5
375,765,180,197,206,3,5
375,780,180,185,213,2,5
375,795,174,197,213,2,5
375,810,180,202,206,2,5
375,825,174,208,199,2,4
375,840,163,197,199,3,4
375,855,145,197,199,3,1
375,870,157,185,185,3,1
375,885,151,185,185,3,1
375,900,157,185,185,3,1
375,915,168,185,199,3,1
375,930,186,191,192,3,1
375,945,180,179,192,3,1
375,960,174,179,199,3,1
375,975,174,185,206,3,1
375,990,168,202,227,2,1
375,1005,180,208,248,4,1
375,1020,191,214,206,4,1
375,1035,209,185,206,4,2
375,1050,134,145,150,5,2
390,0,169,133,192,3,1
390,15,157,179,213,3,4
390,30,180,185,206,3,4
390,45,180,191,192,3,4
390,60,186,185,206,2,4
390,75,186,185,192,3,4
390,90,186,174,220,3,4
390,105,151,156,185,5,1
390,120,151,168,185,5,1
390,135,157,191,192,5,1
390,150,157,202,220,3,1
390,165,186,214,220,2,1
390,180,192,202,199,2,1
390,195,192,191,199,2,1
390,210,180,197,206,3,1
390,225,197,197,199,2,2
390,240,174,197,199,2,2
390,255,174,185,220,2,2
390,270,191,202,220,3,2
390,285,197,202,213,3,2
390,300,197,191,206,3,2
390,315,180,185,192,3,1
390,330,180,179,178,3,1
390,345,180,179,178,3,1
390,360,180,174,185,3,1
390,375,174,179,178,3,1
390,390,168,185,178,3,1
390,405,168,168,185,3,4
390,420,174,179,192,3,4
390,435,174,179,199,3,1
390,450,174,179,199,3,1
390,465,174,185,199,3,1
390,480,168,185,199,3,1
390,495,174,185,199,3,2
390,510,180,197,220,2,2
390,525,197,220,220,2,2
390,540,203,214,220,2,2
390,555,203,202,206,2,1
390,570,192,197,192,2,1
390,585,186,197,199,2,1
390,600,174,197,199,3,1
390,615,174,197,199,3,4
390,630,174,179,192,3,4
390,645,174,197,192,3,5
390,660,174,197,192,3,5
390,675,168,197,199,3,4
390,690,174,197,199,3,4
390,705,174,185,192,3,5
390,720,180,185,192,3,5
390,735,180,185,185,3,5
390,750,180,191,192,2,5
390,765,180,191,192,3,5
390,780,168,191,206,3,5
390,795,180,197,213,3,4
390,810,180,214,199,2,4
390,825,168,208,199,2,1
390,840,151,208,199,2,1
390,855,145,191,185,3,2
390,870,157,179,192,3,2
390,885,157,174,199,3,1
390,900,163,174,192,3,1
390,915,163,185,206,3,2
390,930,168,174,199,3,2
390,945,163,197,199,3,2
390,960,174,174,206,3,2
390,975,168,197,213,2,1
390,990,174,197,213,2,1
390,1005,180,208,248,4,2
390,1020,191,219,248,4,2
390,1035,203,162,150,4,1
390,1050,134,145,178,5,1
405,0,145,133,192,3,1
405,15,169,179,199,3,4
405,30,174,197,227,3,4
405,45,192,185,199,3,4
405,60,180,185,192,3,4
405,75,174,179,192,3,4
405,90,168,162,178,5,4
405,105,163,162,164,5,1
405,120,134,151,178,5,1
405,135,151,185,213,3,1
405,150,192,202,213,3,1
405,165,209,225,213,2,1
405,180,203,191,206,2,1
405,195,186,197,199,3,1
405,210,180,197,213,3,1
405,225,197,197,213,2,2
405,240,192,185,199,2,2
405,255,174,191,206,2,2
405,270,186,197,213,3,2
405,285,192,191,206,3,2
405,300,186,191,206,3,2
405,315,186,191,206,3,1
405,330,180,179,192,3,1
405,345,180,179,185,3,1
405,360,168,185,192,3,1
405,375,180,197,192,3,1
405,390,174,185,213,3,1
405,405,180,185,192,3,4
405,420,186,191,199,2,4
405,435,180,179,199,3,1
405,450,186,179,199,3,1
405,465,186,179,199,2,1
405,480,174,191,199,3,1
405,495,180,191,206,3,2
405,510,192,191,220,2,2
405,525,220,208,227,2,2
405,540,209,208,213,2,2
405,555,192,202,213,2,1
405,570,174,191,199,2,1
405,585,180,197,199,2,1
405,600,180,202,199,2,1
405,615,174,197,199,2,4
405,630,168,191,199,3,4
405,645,168,202,192,2,5
405,660,174,197,192,3,5
405,675,174,185,199,3,4
405,690,180,179,199,3,4
405,705,180,185,199,3,5
405,720,186,185,199,2,5
405,735,186,191,192,2,5
405,750,186,191,199,2,5
405,765,180,185,192,3,5
405,780,186,179,206,3,5
405,795,174,185,199,3,4
405,810,180,202,206,2,4
405,825,180,208,192,2,1
405,840,157,197,185,3,1
405,855,157,185,192,3,2
405,870,157,179,185,3,2
405,885,174,185,199,3,1
405,900,163,174,192,3,1
405,915,157,179,192,3,2
405,930,157,179,199,3,2
405,945,157,185,199,3,2
405,960,163,191,213,3,2
405,975,180,191,227,2,1
405,990,180,197,227,2,1
405,1005,186,225,248,4,2
405,1020,209,179,248,4,2
405,1035,180,179,136,5,1
405,1050,151,191,143,5,1
420,0,174,180,192,3,1
420,15,174,185,220,3,1
420,30,180,174,227,3,1
420,45,174,179,206,3,4
420,60,180,179,192,3,4
420,75,180,179,185,5,1
420,90,174,174,164,5,1
420,105,151,156,164,5,2
420,120,151,168,157,5,2
420,135,145,179,220,3,1
420,150,186,202,234,3,1
420,165,209,202,206,3,1
420,180,186,185,206,3,1
420,195,180,191,206,3,2
420,210,186,197,220,3,2
420,225,186,202,206,2,1
420,240,209,197,206,2,1
420,255,197,191,206,2,2
420,270,186,197,206,3,2
420,285,186,185,206,3,1
420,300,174,185,199,3,1
420,315,186,185,192,3,1
420,330,180,185,192,3,1
420,345,168,185,192,3,1
420,360,180,185,192,3,1
420,375,180,197,199,3,1
420,390,186,185,206,3,1
420,405,180,191,199,3,1
420,420,186,202,199,2,1
420,435,180,185,199,2,1
420,450,197,191,206,2,1
420,465,186,197,199,2,2
420,480,197,191,192,2,2
420,495,197,191,199,2,1
420,510,203,197,220,2,1
420,525,220,185,206,2,4
420,540,180,197,213,2,4
420,555,186,197,199,2,4
420,570,174,197,206,2,4
420,585,186,197,213,2,4
420,600,180,202,199,2,4
420,615,174,214,199,2,2
420,630,168,220,192,2,2
420,645,168,202,192,2,4
420,660,174,202,199,2,4
420,675,174,185,199,3,5
420,690,180,179,199,3,5
420,705,191,191,206,2,5
420,720,186,197,199,2,5
420,735,186,185,206,2,5
420,750,180,185,213,2,5
420,765,174,191,213,2,4
420,780,186,185,220,2,4
420,795,186,185,199,2,1
420,810,186,197,213,2,1
420,825,180,202,206,2,2
420,840,191,202,206,2,2
420,855,197,202,206,2,2
420,870,191,197,199,2,2
420,885,174,191,213,2,2
420,900,168,191,199,3,2
420,915,168,174,192,3,2
420,930,157,185,206,3,2
420,945,168,191,206,3,2
420,960,180,191,220,2,2
420,975,174,202,220,2,2
420,990,186,214,234,4,2
420,1005,191,208,241,4,1
420,1020,197,208,192,4,1
420,1035,180,168,164,5,1
420,1050,139,202,164,5,1
435,0,192,191,213,3,1
435,15,180,180,213,3,1
435,30,169,180,206,3,1
435,45,174,174,192,5,4
435,60,169,179,192,5,4
435,75,186,179,185,3,1
435,90,168,179,178,5,1
435,105,163,197,150,5,2
435,120,145,191,199,3,2
435,135,180,191,199,3,1
435,150,180,191,220,3,1
435,165,186,191,206,3,1
435,180,180,191,206,3,1
435,195,180,185,213,3,2
435,210,174,191,213,3,2
435,225,197,197,220,2,1
435,240,197,197,213,2,1
435,255,203,197,206,2,2
435,270,192,191,192,3,2
435,285,174,191,192,3,1
435,300,174,185,199,3,1
435,315,174,185,199,3,1
435,330,174,191,192,3,1
435,345,174,191,213,3,1
435,360,174,185,206,3,1
435,375,186,179,213,3,1
435,390,180,179,213,3,1
435,405,180,191,206,2,1
435,420,180,191,199,2,1
435,435,186,185,199,2,1
435,450,186,191,199,2,1
435,465,226,197,199,2,2
435,480,203,197,206,2,2
435,495,203,185,199,2,1
435,510,215,197,206,2,1
435,525,192,197,206,2,4
435,540,197,197,199,2,4
435,555,197,208,206,2,4
435,570,180,208,206,2,4
435,585,186,208,206,2,4
435,600,186,208,192,2,4
435,615,180,208,192,2,2
435,630,180,220,199,2,2
435,645,186,220,199,2,4
435,660,186,174,206,3,4
435,675,186,174,199,3,5
435,690,186,197,199,2,5
435,705,186,197,206,2,5
435,720,191,191,206,2,5
435,735,174,191,206,2,5
435,750,174,185,213,2,5
435,765,174,197,220,2,4
435,780,186,191,213,2,4
435,795,191,197,220,2,1
435,810,191,191,234,2,1
435,825,186,191,220,2,2
435,840,203,208,227,2,2
435,855,220,214,213,2,2
435,870,197,202,213,2,2
435,885,180,197,206,2,2
435,900,174,191,206,2,2
435,915,174,197,206,2,2
435,930,191,197,206,2,2
435,945,180,191,213,2,2
435,960,180,214,220,4,2
435,975,186,214,227,4,2
435,990,191,208,255,4,2
435,1005,191,208,255,4,1
435,1020,191,179,185,4,1
435,1035,157,174,164,5,1
435,1050,191,174,213,5,1
450,0,174,191,206,3,2
450,15,174,191,192,3,1
450,30,169,168,199,5,1
450,45,157,174,192,5,1
450,60,157,179,192,5,1
450,75,168,174,185,3,2
450,90,168,185,185,5,2
450,105,163,179,199,3,2
450,120,186,202,206,3,2
450,135,180,168,220,3,2
450,150,186,145,199,3,2
450,165,168,179,199,3,2
450,180,186,191,206,3,2
450,195,180,191,199,3,2
450,210,186,185,213,3,2
450,225,186,197,206,3,2
450,240,197,197,206,2,2
450,255,197,185,213,2,1
450,270,180,185,206,3,1
450,285,186,191,192,3,1
450,300,174,197,199,3,1
450,315,191,197,192,3,1
450,330,186,191,192,3,1
450,345,174,197,206,3,1
450,360,168,179,206,3,1
450,375,157,179,192,3,1
450,390,174,179,199,3,1
450,405,174,185,206,2,1
450,420,174,185,206,2,1
450,435,186,185,192,2,2
450,450,186,191,199,2,2
450,465,197,185,199,2,1
450,480,197,191,199,2,1
450,495,203,191,199,2,4
450,510,186,185,206,2,4
450,525,186,202,206,2,4
450,540,197,214,199,2,4
450,555,197,214,192,2,1
450,570,192,225,206,4,1
450,585,186,225,199,2,2
450,600,186,220,192,2,2
450,615,191,214,199,2,2
450,630,191,197,185,3,2
450,645,180,185,185,3,2
450,660,191,185,199,3,2
450,675,174,179,199,3,4
450,690,186,174,199,3,4
450,705,180,185,206,2,4
450,720,174,191,206,2,4
450,735,174,191,199,2,4
450,750,174,197,206,2,4
450,765,180,197,227,2,1
450,780,197,197,213,2,1
450,795,186,197,206,2,2
450,810,186,197,213,2,2
450,825,186,197,227,2,2
450,840,191,202,234,2,2
450,855,220,202,213,2,2
450,870,209,202,213,2,2
450,885,197,197,213,2,1
450,900,180,197,199,2,1
450,915,186,197,220,2,2
450,930,197,197,220,2,2
450,945,186,208,227,2,2
450,960,191,219,227,4,2
450,975,203,208,248,4,1
450,990,191,191,213,4,1
450,1005,191,168,220,4,1
450,1020,157,179,143,5,1
450,1035,163,162,143,5,1
450,1050,145,208,213,5,1
465,0,174,191,185,3,2
465,15,174,174,192,5,1
465,30,157,168,192,5,1
465,45,151,174,199,5,1
465,60,168,197,199,3,1
465,75,180,202,213,3,2
465,90,174,174,199,3,2
465,105,168,179,206,3,2
465,120,168,168,206,3,2
465,135,168,145,199,3,2
465,150,134,145,185,3,2
465,165,157,151,199,3,2
465,180,174,191,199,3,2
465,195,197,185,199,3,2
465,210,180,185,199,3,2
465,225,180,191,213,3,2
465,240,186,185,213,3,2
465,255,192,185,185,3,1
465,270,192,174,185,3,1
465,285,174,191,192,3,1
465,300,191,191,206,3,1
465,315,191,197,206,3,1
465,330,191,191,206,3,1
465,345,180,185,199,3,1
465,360,168,174,192,3,1
465,375,168,179,185,3,1
465,390,163,197,199,3,1
465,405,191,197,206,2,1
465,420,180,191,206,2,1
465,435,180,191,213,2,2
465,450,203,197,199,2,2
465,465,191,197,206,2,1
465,480,191,191,199,2,1
465,495,186,202,206,2,4
465,510,180,208,199,2,4
465,525,180,208,199,2,4
465,540,186,214,192,2,4
465,555,180,208,192,2,1
465,570,209,231,206,4,1
465,585,209,225,199,4,2
465,600,215,214,199,4,2
465,615,197,197,199,2,2
465,630,197,191,192,2,2
465,645,180,191,192,3,2
465,660,174,179,199,3,2
465,675,174,179,199,3,4
465,690,180,179,199,3,4
465,705,174,185,206,3,4
465,720,168,191,206,3,4
465,735,168,197,199,2,4
465,750,186,197,213,2,4
465,765,197,202,206,4,1
465,780,197,191,213,2,1
465,795,203,197,199,2,2
465,810,197,202,213,4,2
465,825,191,197,213,4,2
465,840,191,197,220,4,2
465,855,191,197,227,4,2
465,870,203,214,213,4,2
465,885,197,214,206,4,1
465,900,191,202,213,2,1
465,915,197,202,213,2,2
465,930,197,202,220,2,2
465,945,191,219,248,4,2
465,960,191,214,248,4,2
465,975,191,208,220,4,1
465,990,191,156,220,4,1
465,1005,128,196,150,5,1
465,1020,174,179,164,5,1
465,1035,163,219,178,5,1
465,1050,226,231,241,1,1
480,0,180,179,185,5,2
480,15,151,174,178,5,1
480,30,151,174,192,5,1
480,45,174,197,199,5,2
480,60,168,220,213,2,2
480,75,209,208,213,2,2
480,90,203,197,206,2,2
480,105,180,179,199,3,2
480,120,163,191,206,3,2
480,135,186,174,199,3,1
480,150,197,156,199,3,1
480,165,157,174,199,3,1
480,180,186,191,192,3,1
480,195,180,191,199,3,1
480,210,192,185,206,2,1
480,225,180,197,206,2,1
480,240,192,197,206,3,1
480,255,192,179,185,3,1
480,270,168,185,185,3,1
480,285,174,197,206,3,1
480,300,191,191,206,3,1
480,315,191,185,199,3,1
480,330,180,185,206,3,1
480,345,174,174,199,3,1
480,360,168,174,199,5,1
480,375,168,174,192,3,1
480,390,180,197,199,3,1
480,405,197,197,206,2,1
480,420,191,197,206,2,1
480,435,203,191,206,2,4
480,450,209,197,206,2,4
480,465,209,197,206,2,4
480,480,191,202,206,2,4
480,495,197,220,206,2,1
480,510,180,220,199,2,1
480,525,186,202,199,2,1
480,540,174,191,213,2,1
480,555,203,231,213,4,1
480,570,209,231,241,4,1
480,585,232,248,234,1,1
480,600,238,220,213,1,1
480,615,226,191,199,1,1
480,630,186,191,199,3,1
480,645,174,191,185,3,4
480,660,174,191,192,3,4
480,675,174,197,199,3,4
480,690,180,191,199,3,4
480,705,174,202,206,2,4
480,720,174,214,220,2,4
480,735,191,208,220,2,4
480,750,203,214,213,4,4
480,765,209,214,206,4,1
480,780,203,197,206,4,1
480,795,220,197,220,4,1
480,810,232,202,213,4,1
480,825,209,202,206,4,1
480,840,220,197,220,4,1
480,855,220,208,227,4,1
480,870,197,208,227,4,1
480,885,226,214,213,4,1
480,900,186,214,220,4,1
480,915,186,202,220,2,1
480,930,197,202,234,4,1
480,945,191,202,234,4,2
480,960,180,202,248,4,2
480,975,186,162,157,5,1
480,990,140,185,150,5,1
480,1005,157,185,171,5,2
480,1020,163,242,171,5,2
480,1035,226,242,234,1,3
480,1050,237,248,255,1,3
495,0,174,174,185,5,2
495,15,157,179,199,5,1
495,30,174,191,234,2,1
495,45,174,220,227,2,2
495,60,215,225,227,2,2
495,75,209,208,213,2,2
495,90,209,185,206,3,2
495,105,197,185,206,3,2
495,120,215,191,227,3,2
495,135,203,191,241,3,1
495,150,203,208,220,3,1
495,165,215,179,199,3,1
495,180,174,191,199,3,1
495,195,174,191,192,3,1
495,210,186,197,206,2,1
495,225,180,197,213,2,1
495,240,192,185,192,3,1
495,255,174,185,185,3,1
495,270,174,202,199,3,1
495,285,186,202,199,3,1
495,300,186,191,192,3,1
