X,Y,b3n_02,b3n_04,b3n_01,VNIR,SWIR
495,315,174,185,206,3,1
495,330,174,185,199,3,1
495,345,174,185,192,3,1
495,360,174,162,192,5,1
495,375,157,179,206,5,1
495,390,191,185,199,2,1
495,405,191,191,213,2,1
495,420,197,191,206,2,1
495,435,191,202,206,2,4
495,450,209,197,206,2,4
495,465,191,202,206,2,4
495,480,197,202,206,2,4
495,495,197,208,213,2,1
495,510,186,185,199,2,1
495,525,174,208,199,2,1
495,540,192,237,199,4,1
495,555,192,231,248,4,1
495,570,220,271,269,1,1
495,585,238,254,269,1,1
495,600,238,191,220,1,1
495,615,209,191,213,1,1
495,630,168,185,192,3,1
495,645,174,179,192,3,4
495,660,174,191,192,3,4
495,675,168,191,199,3,4
495,690,180,202,199,2,4
495,705,174,208,213,2,4
495,720,180,208,220,2,4
495,735,191,208,220,4,4
495,750,203,220,220,4,4
495,765,215,220,213,4,1
495,780,226,220,220,4,1
495,795,215,208,220,4,1
495,810,232,208,213,4,1
495,825,226,208,234,4,1
495,840,209,202,220,4,1
495,855,220,220,234,4,1
495,870,203,225,248,4,1
495,885,220,208,234,4,1
495,900,220,202,234,4,1
495,915,186,197,241,4,1
495,930,174,197,227,2,1
495,945,174,185,241,2,2
495,960,180,179,171,2,2
495,975,157,191,171,5,1
495,990,168,185,157,5,1
495,1005,157,248,227,5,2
495,1020,209,254,234,5,2
495,1035,238,254,262,1,3
495,1050,243,248,262,1,3
510,0,174,174,199,5,1
510,15,180,185,213,2,1
510,30,186,197,234,2,1
510,45,220,220,234,2,1
510,60,209,208,206,2,1
510,75,203,185,206,3,2
510,90,186,174,206,3,2
510,105,186,174,220,3,2
510,120,180,168,227,3,2
510,135,197,185,227,3,2
510,150,197,185,220,3,2
510,165,186,179,192,3,1
510,180,197,168,206,3,1
510,195,168,185,192,3,1
510,210,186,202,192,2,1
510,225,186,191,192,2,1
510,240,186,191,192,3,1
510,255,180,185,213,3,1
510,270,186,191,213,3,1
510,285,197,197,199,3,1
510,300,180,179,192,3,1
510,315,168,179,199,3,4
510,330,174,185,206,3,4
510,345,186,191,192,3,4
510,360,163,174,192,5,4
510,375,157,179,192,5,4
510,390,168,185,199,2,4
510,405,191,197,199,2,4
510,420,192,208,206,2,4
510,435,191,202,206,2,4
510,450,191,214,199,2,4
510,465,191,202,213,2,4
510,480,191,202,206,2,4
510,495,186,197,213,2,2
510,510,168,214,199,2,2
510,525,151,231,234,4,3
510,540,186,231,234,4,3
510,555,220,254,269,1,1
510,570,238,254,276,1,1
510,585,243,254,227,1,1
510,600,203,202,199,1,1
510,615,174,197,199,3,1
510,630,180,185,185,3,1
510,645,180,185,192,3,1
510,660,174,185,199,3,1
510,675,186,197,206,3,1
510,690,186,202,206,3,1
510,705,180,202,213,2,1
510,720,186,208,213,2,1
510,735,186,208,220,2,1
510,750,197,208,220,4,1
510,765,197,225,234,4,1
510,780,197,214,234,4,1
510,795,209,208,227,4,1
510,810,203,208,241,4,1
510,825,203,197,234,4,4
510,840,203,174,227,4,4
510,855,174,191,220,4,4
510,870,203,225,234,4,4
510,885,203,220,241,4,1
510,900,203,225,227,4,1
510,915,191,197,206,2,2
510,930,168,191,206,2,2
510,945,168,197,192,2,2
510,960,174,202,178,2,2
510,975,174,202,164,2,2
510,990,174,254,220,2,2
510,1005,215,271,220,1,3
510,1020,220,271,255,1,3
510,1035,226,231,262,1,3
510,1050,238,248,262,1,3
525,0,180,185,206,5,1
525,15,180,174,206,5,1
525,30,174,185,220,5,1
525,45,209,203,213,2,1
525,60,209,197,206,2,1
525,75,197,203,199,2,2
525,90,197,191,192,3,2
525,105,168,156,178,5,2
525,120,180,151,185,5,2
525,135,145,151,206,5,2
525,150,151,168,199,5,2
525,165,186,151,199,5,1
525,180,163,174,185,5,1
525,195,168,185,206,3,1
525,210,186,197,199,3,1
525,225,186,191,199,2,1
525,240,186,191,192,3,1
525,255,180,185,213,3,1
525,270,186,185,206,3,1
525,285,180,185,199,3,1
525,300,163,179,192,3,1
525,315,168,174,199,3,4
525,330,174,185,192,3,4
525,345,180,185,199,3,4
525,360,163,185,178,5,4
525,375,157,174,199,5,4
525,390,163,191,206,2,4
525,405,186,191,206,2,4
525,420,192,202,199,2,4
525,435,192,214,199,2,4
525,450,186,220,199,2,4
525,465,186,202,206,2,4
525,480,180,191,192,2,4
525,495,180,208,192,2,2
525,510,151,214,171,2,2
525,525,151,220,206,2,3
525,540,140,237,255,4,3
525,555,215,237,255,1,1
525,570,238,243,255,1,1
525,585,215,208,206,1,1
525,600,186,191,192,3,1
525,615,180,191,192,3,1
525,630,180,191,199,3,1
525,645,180,185,199,3,1
525,660,180,191,220,3,1
525,675,186,197,206,2,1
525,690,192,202,220,2,1
525,705,168,185,213,2,1
525,720,180,197,206,2,1
525,735,192,208,220,2,1
525,750,186,202,234,2,1
525,765,186,208,234,4,1
525,780,197,208,234,4,1
525,795,186,208,227,4,1
525,810,180,191,220,4,1
525,825,174,185,234,4,4
525,840,174,185,192,4,4
525,855,145,162,220,5,4
525,870,157,214,234,4,4
525,885,203,220,241,4,1
525,900,215,220,241,4,1
525,915,220,214,199,4,2
525,930,192,214,185,2,2
525,945,174,220,199,2,2
525,960,197,208,199,2,2
525,975,197,231,234,4,2
525,990,215,237,255,1,2
525,1005,226,271,255,1,3
525,1020,226,231,248,1,3
525,1035,226,231,262,1,3
525,1050,220,242,255,1,3
540,0,169,162,199,5,1
540,15,174,174,206,5,1
540,30,192,174,213,2,1
540,45,192,191,213,2,1
540,60,203,203,213,2,1
540,75,203,203,206,3,2
540,90,197,185,192,3,2
540,105,186,168,171,5,2
540,120,151,151,171,5,2
540,135,122,133,164,5,1
540,150,122,151,171,5,1
540,165,140,174,185,5,4
540,180,168,174,199,5,4
540,195,168,185,206,5,4
540,210,180,202,213,3,4
540,225,186,202,199,2,4
540,240,186,191,213,3,4
540,255,180,191,192,3,1
540,270,174,191,206,3,1
540,285,157,185,192,3,4
540,300,157,179,199,3,4
540,315,168,179,192,3,4
540,330,180,191,199,3,4
540,345,192,191,185,3,4
540,360,180,174,178,5,4
540,375,157,191,178,5,4
540,390,180,197,199,2,4
540,405,180,208,206,2,4
540,420,186,208,199,2,4
540,435,180,220,199,2,4
540,450,180,220,199,2,4
540,465,174,214,206,2,2
540,480,186,225,192,2,2
540,495,174,225,171,2,3
540,510,174,214,157,2,3
540,525,163,208,157,2,3
540,540,186,214,241,4,3
540,555,186,237,262,4,2
540,570,215,202,227,4,2
540,585,186,185,213,3,1
540,600,180,179,213,3,1
540,615,180,179,220,3,1
540,630,197,185,213,3,1
540,645,180,185,220,3,1
540,660,180,185,234,2,1
540,675,186,191,234,2,1
540,690,180,179,206,2,1
540,705,180,185,199,2,1
540,720,157,185,206,2,1
540,735,174,208,220,2,1
540,750,192,214,234,4,1
540,765,192,208,234,4,1
540,780,197,202,241,4,1
540,795,168,185,227,4,1
540,810,168,162,220,4,1
540,825,140,151,199,5,4
540,840,140,168,171,5,4
540,855,145,168,185,5,1
540,870,151,191,234,3,1
540,885,186,197,241,2,1
540,900,203,197,248,4,1
540,915,203,202,248,4,2
540,930,215,208,234,4,2
540,945,209,220,241,4,2
540,960,197,214,234,4,2
540,975,220,225,255,4,2
540,990,220,237,255,1,2
540,1005,226,231,255,1,3
540,1020,226,231,262,1,3
540,1035,226,237,255,1,3
540,1050,226,237,248,1,3
555,0,122,145,164,5,1
555,15,134,168,192,5,1
555,30,180,185,199,5,1
555,45,186,203,213,2,1
555,60,192,197,220,2,1
555,75,203,203,199,3,2
555,90,197,180,192,3,2
555,105,186,174,185,3,2
555,120,186,174,157,5,2
555,135,157,174,164,5,1
555,150,140,185,164,5,1
555,165,174,185,192,3,4
555,180,180,179,192,3,4
555,195,174,208,199,3,4
555,210,180,208,213,2,4
555,225,192,203,199,2,4
555,240,186,203,199,3,4
555,255,180,197,192,3,1
555,270,168,191,199,3,1
555,285,168,203,206,3,4
555,300,174,191,199,3,4
555,315,180,203,199,3,4
555,330,192,191,206,3,4
555,345,192,208,199,3,4
555,360,186,203,185,3,4
555,375,180,191,192,3,4
555,390,168,214,199,2,4
555,405,186,203,206,2,4
555,420,180,220,206,2,4
555,435,186,220,192,2,4
555,450,174,220,206,2,4
555,465,186,231,213,4,2
555,480,215,231,213,4,2
555,495,203,237,206,4,3
555,510,192,237,234,4,3
555,525,220,203,227,4,3
555,540,197,203,234,4,3
555,555,197,197,234,4,2
555,570,186,174,199,3,2
555,585,168,180,213,3,1
555,600,168,179,206,3,1
555,615,174,185,213,3,1
555,630,174,203,213,2,1
555,645,180,185,234,2,1
555,660,203,203,227,2,1
555,675,209,208,213,2,1
555,690,186,145,164,2,1
555,705,145,151,192,2,1
555,720,140,174,213,2,1
555,735,180,214,227,4,1
555,750,186,220,248,4,1
555,765,192,208,234,4,1
555,780,157,168,213,5,1
555,795,157,214,157,5,1
555,810,151,162,157,5,1
555,825,151,168,157,5,4
555,840,163,174,171,5,4
555,855,151,191,199,3,1
555,870,174,191,199,3,1
555,885,180,191,213,2,1
555,900,186,208,227,2,1
555,915,203,208,234,4,2
555,930,186,202,241,4,2
555,945,192,202,241,4,2
555,960,209,202,262,4,2
555,975,209,202,255,4,2
555,990,215,237,255,4,2
555,1005,220,237,255,1,3
555,1020,220,231,262,1,3
555,1035,220,237,262,1,3
555,1050,226,242,255,1,3
570,0,117,139,164,5,1
570,15,117,174,192,5,1
570,30,163,180,213,5,1
570,45,197,203,206,2,4
570,60,197,197,206,2,4
570,75,197,197,199,2,1
570,90,192,180,199,3,1
570,105,180,162,199,3,1
570,120,180,191,213,3,1
570,135,203,185,199,3,4
570,150,186,185,206,3,4
570,165,174,191,192,3,4
570,180,197,197,192,3,4
570,195,180,208,206,2,4
570,210,180,214,206,2,4
570,225,180,197,206,2,4
570,240,197,203,192,2,4
570,255,186,203,192,2,4
570,270,186,203,199,2,4
570,285,174,208,199,2,4
570,300,192,208,199,2,4
570,315,197,208,192,2,4
570,330,197,220,206,2,4
570,345,203,220,206,2,1
570,360,192,220,192,2,1
570,375,192,220,199,2,1
570,390,192,203,199,2,1
570,405,174,208,199,2,1
570,420,180,208,206,2,1
570,435,174,226,206,2,1
570,450,192,225,227,4,1
570,465,215,231,255,4,2
570,480,215,243,241,4,2
570,495,232,248,248,4,2
570,510,226,226,248,4,2
570,525,220,214,227,4,2
570,540,197,203,234,2,2
570,555,197,191,206,3,1
570,570,168,179,199,3,1
570,585,168,180,199,3,1
570,600,168,191,192,3,1
570,615,174,208,206,3,1
570,630,174,203,213,2,1
570,645,192,214,248,2,1
570,660,215,214,248,2,1
570,675,209,174,206,2,1
570,690,192,174,171,2,1
570,705,140,162,192,2,1
570,720,186,203,241,4,1
570,735,186,203,255,4,1
570,750,197,214,227,4,1
570,765,174,168,199,4,1
570,780,157,208,150,5,1
570,795,145,208,157,5,1
570,810,186,225,157,3,1
570,825,163,185,185,3,1
570,840,163,179,178,3,1
570,855,174,179,206,3,1
570,870,192,191,199,2,1
570,885,180,197,213,2,1
570,900,197,202,220,4,1
570,915,197,202,213,4,1
570,930,186,197,227,2,1
570,945,197,202,241,4,2
570,960,203,202,248,4,2
570,975,203,214,255,4,3
570,990,215,220,248,4,3
570,1005,209,220,255,4,3
570,1020,226,231,255,1,3
570,1035,220,231,262,1,3
570,1050,220,242,255,1,3
585,0,140,185,178,5,1
585,15,174,174,220,5,1
585,30,203,197,213,2,1
585,45,209,208,213,2,4
585,60,203,197,213,2,4
585,75,186,197,199,3,1
585,90,180,180,178,3,1
585,105,169,174,199,3,1
585,120,174,185,213,3,1
585,135,180,185,192,3,4
585,150,168,185,192,3,4
585,165,186,197,206,3,4
585,180,180,197,192,2,4
585,195,168,208,206,2,4
585,210,168,203,206,2,4
585,225,192,197,206,2,4
585,240,192,197,206,2,4
585,255,197,214,199,2,4
585,270,186,214,213,2,4
585,285,197,214,199,2,4
585,300,186,214,199,2,4
585,315,186,208,206,2,4
585,330,197,208,199,2,4
585,345,192,220,199,2,1
585,360,197,220,199,2,1
585,375,197,226,206,2,1
585,390,192,226,206,2,1
585,405,197,208,192,2,1
585,420,174,214,227,2,1
585,435,197,225,234,4,1
585,450,220,225,255,4,1
585,465,215,243,255,4,2
585,480,215,237,262,4,2
585,495,220,231,234,4,2
585,510,226,231,227,4,2
585,525,197,203,227,2,2
585,540,197,208,227,2,2
585,555,197,208,213,2,1
585,570,180,191,199,3,1
585,585,174,197,206,3,1
585,600,186,208,227,2,1
585,615,180,208,227,2,1
585,630,192,208,234,2,1
585,645,209,214,234,2,1
585,660,209,208,234,2,1
585,675,192,191,192,2,1
585,690,157,185,178,2,1
585,705,186,197,220,2,1
585,720,180,191,227,2,1
585,735,186,197,234,2,1
585,750,163,174,227,2,1
585,765,163,162,143,5,1
585,780,140,168,164,5,1
585,795,180,185,178,3,1
585,810,186,185,199,3,1
585,825,186,179,185,3,1
585,840,174,179,199,3,1
585,855,180,197,206,2,1
585,870,186,197,220,2,1
585,885,209,197,220,2,1
585,900,209,197,220,2,1
585,915,209,197,213,2,1
585,930,203,191,206,2,1
585,945,192,191,227,2,2
585,960,197,208,241,4,2
585,975,220,220,248,4,3
585,990,215,220,255,4,3
585,1005,226,242,255,1,3
585,1020,226,242,262,1,3
585,1035,220,237,262,1,3
585,1050,220,237,262,1,3
600,0,203,197,220,2,4
600,15,197,197,220,2,4
600,30,203,197,220,2,4
600,45,203,197,220,2,4
600,60,186,203,213,2,4
600,75,192,203,192,3,4
600,90,180,185,185,3,4
600,105,169,185,192,3,4
600,120,186,185,185,3,4
600,135,174,197,185,3,1
600,150,174,197,192,3,1
600,165,168,197,206,3,4
600,180,180,197,206,2,4
600,195,168,208,206,2,1
600,210,180,203,206,2,1
600,225,186,197,206,2,1
600,240,192,208,206,2,1
600,255,186,208,206,2,4
600,270,192,214,199,2,4
600,285,180,214,206,2,1
600,300,180,203,206,2,1
600,315,186,203,206,2,1
600,330,192,203,213,2,1
600,345,192,203,213,2,1
600,360,180,208,213,2,1
600,375,186,208,213,2,1
600,390,192,214,206,2,1
600,405,180,208,220,2,1
600,420,192,203,220,2,1
600,435,215,225,241,4,2
600,450,220,237,255,4,2
600,465,226,231,255,4,2
600,480,220,208,241,4,2
600,495,220,225,241,4,1
600,510,203,203,213,2,1
600,525,186,214,234,2,1
600,540,203,220,220,2,1
600,555,197,214,227,2,1
600,570,192,225,227,2,1
600,585,192,203,234,2,1
600,600,186,208,234,2,1
600,615,203,214,241,2,1
600,630,197,197,227,2,1
600,645,203,208,227,2,1
600,660,186,208,220,2,1
600,675,186,197,220,2,1
600,690,180,203,227,2,1
600,705,186,197,227,2,4
600,720,174,174,227,2,4
600,735,151,168,178,5,4
600,750,163,174,178,5,4
600,765,151,174,171,5,1
600,780,163,179,164,5,1
600,795,174,191,192,3,1
600,810,186,191,192,3,1
600,825,174,191,199,3,1
600,840,186,191,199,3,1
600,855,180,191,206,3,1
600,870,168,191,220,3,1
600,885,174,179,206,3,1
600,900,186,197,206,2,1
600,915,186,197,206,2,2
600,930,186,185,206,2,2
600,945,197,208,234,4,3
600,960,197,214,241,4,3
600,975,203,214,241,4,3
600,990,215,231,248,1,3
600,1005,226,254,255,1,3
600,1020,232,248,255,1,3
600,1035,226,242,262,1,3
600,1050,220,242,255,1,3
615,0,192,208,213,2,4
615,15,180,203,220,2,4
615,30,197,220,213,2,4
615,45,186,197,192,2,4
615,60,186,203,206,2,4
615,75,186,214,199,2,4
615,90,186,185,185,3,4
615,105,174,191,192,3,4
615,120,192,208,192,3,4
615,135,180,197,192,3,1
615,150,174,197,199,2,1
615,165,186,203,206,2,4
615,180,180,197,213,2,4
615,195,192,214,206,2,1
615,210,192,208,206,2,1
615,225,192,214,206,2,1
615,240,180,203,199,2,1
615,255,186,208,206,2,4
615,270,180,197,199,2,4
615,285,180,197,199,2,1
615,300,174,191,206,2,1
615,315,186,197,206,2,1
615,330,197,203,213,2,1
615,345,186,208,213,2,1
615,360,192,203,206,2,1
615,375,192,208,206,2,1
615,390,186,203,199,2,1
615,405,186,191,220,2,1
615,420,180,203,234,2,1
615,435,192,191,241,4,2
615,450,203,203,241,4,2
615,465,215,202,248,4,2
615,480,215,208,213,2,2
615,495,192,202,220,2,1
615,510,186,214,227,2,1
615,525,197,214,227,2,1
615,540,192,214,227,2,1
615,555,203,225,241,2,1
615,570,203,225,227,2,1
615,585,203,225,234,2,1
615,600,197,220,234,2,1
615,615,192,197,227,2,1
615,630,192,197,220,2,1
615,645,180,208,241,2,1
615,660,192,197,220,2,1
615,675,168,174,227,2,1
615,690,168,174,213,2,1
615,705,163,168,213,2,4
615,720,140,156,171,5,4
615,735,140,179,178,5,4
615,750,151,185,178,5,4
615,765,174,185,199,3,1
615,780,186,185,192,3,1
615,795,174,185,199,3,1
615,810,174,191,192,3,1
615,825,180,191,206,3,1
615,840,180,179,206,3,1
615,855,186,179,206,3,1
615,870,168,197,213,3,1
615,885,168,202,206,3,1
615,900,174,197,206,2,1
615,915,186,197,227,2,2
615,930,197,202,227,2,2
615,945,197,208,234,4,3
615,960,203,214,234,4,3
615,975,232,231,241,1,3
615,990,232,237,248,1,3
615,1005,220,248,276,1,3
615,1020,238,248,262,1,3
615,1035,226,231,255,1,3
615,1050,226,237,262,1,3
630,0,180,203,199,2,4
630,15,180,203,192,2,4
630,30,174,208,199,2,4
630,45,180,208,192,2,1
630,60,186,226,220,2,1
630,75,186,226,185,2,1
630,90,180,203,185,3,1
630,105,186,220,213,3,2
630,120,192,237,199,3,2
630,135,203,220,206,4,1
630,150,192,214,206,2,1
630,165,186,208,206,2,2
630,180,192,203,220,2,2
630,195,197,214,213,2,1
630,210,192,203,213,2,1
630,225,186,203,206,2,1
630,240,203,203,206,2,1
630,255,192,208,206,2,1
630,270,180,203,206,2,1
630,285,186,203,199,2,1
630,300,180,191,206,2,1
630,315,186,191,220,2,1
630,330,192,203,213,2,1
630,345,209,208,220,2,1
630,360,192,197,220,2,1
630,375,203,203,206,2,2
630,390,192,208,199,2,2
630,405,203,208,199,2,2
630,420,180,191,213,2,2
630,435,186,208,206,2,2
630,450,192,208,227,2,2
630,465,192,202,206,2,2
630,480,186,202,206,2,2
630,495,186,214,213,2,1
630,510,197,214,220,2,1
630,525,197,197,227,2,1
630,540,186,197,234,2,1
630,555,180,191,234,3,1
630,570,197,225,227,2,1
630,585,209,220,227,2,1
630,600,197,202,220,2,1
630,615,192,202,227,2,1
630,630,203,208,234,2,1
630,645,249,197,227,2,1
630,660,174,151,220,2,1
630,675,168,151,192,5,1
630,690,145,139,150,5,1
630,705,140,151,157,5,4
630,720,134,174,157,5,4
630,735,145,179,178,5,4
630,750,174,179,192,3,4
630,765,186,185,199,3,1
630,780,186,185,199,3,1
630,795,174,191,199,3,1
630,810,180,191,199,3,1
630,825,174,191,199,3,1
630,840,180,191,206,2,1
630,855,174,185,220,2,1
630,870,180,202,220,2,1
630,885,180,202,213,2,1
630,900,192,202,213,2,1
630,915,192,208,213,4,2
630,930,192,220,234,4,2
630,945,215,220,248,4,2
630,960,215,220,248,4,2
630,975,220,242,262,1,3
630,990,232,242,262,1,3
630,1005,232,242,269,1,3
630,1020,232,231,262,1,3
630,1035,232,225,262,1,3
630,1050,226,231,255,1,3
645,0,180,203,199,2,4
645,15,180,203,206,2,4
645,30,180,203,199,2,4
645,45,180,214,206,2,1
645,60,180,226,213,2,1
645,75,192,226,206,2,1
645,90,197,237,227,4,1
645,105,192,226,234,4,2
645,120,203,237,234,4,2
645,135,203,220,241,4,1
645,150,203,191,234,2,1
645,165,197,208,234,2,2
645,180,192,185,220,2,2
645,195,192,185,220,3,1
645,210,186,197,213,3,1
645,225,186,197,199,3,1
645,240,197,208,213,2,1
645,255,197,214,206,2,1
645,270,197,214,206,2,1
645,285,197,214,213,2,1
645,300,197,197,206,2,1
645,315,174,191,213,2,1
645,330,197,203,213,2,1
645,345,186,191,227,2,1
645,360,186,185,199,3,1
645,375,174,185,220,3,2
645,390,197,203,220,2,2
645,405,197,208,206,2,2
645,420,197,208,220,2,2
645,435,192,214,220,2,2
645,450,192,202,220,2,2
645,465,192,208,227,2,2
645,480,203,214,220,2,2
645,495,192,208,220,2,1
645,510,192,203,220,2,1
645,525,186,220,220,2,1
645,540,180,191,206,2,1
645,555,180,191,220,3,1
645,570,174,179,220,3,1
645,585,174,191,227,3,1
645,600,197,202,213,3,1
645,615,180,191,220,2,1
645,630,272,203,227,2,1
645,645,232,168,157,2,1
645,660,232,168,157,2,1
645,675,128,122,150,5,1
645,690,116,128,157,5,1
645,705,140,128,157,5,4
645,720,140,162,192,5,4
645,735,163,179,199,3,4
645,750,174,179,192,3,4
645,765,174,179,199,3,1
645,780,174,185,206,3,1
645,795,174,191,199,3,1
645,810,174,191,199,2,1
645,825,180,197,213,2,1
645,840,186,202,199,2,1
645,855,174,197,213,2,1
645,870,192,197,220,2,1
645,885,186,197,213,2,1
645,900,192,197,227,2,1
645,915,192,214,227,4,2
645,930,203,220,227,4,2
645,945,203,231,241,4,2
645,960,215,237,255,1,2
645,975,226,237,255,1,3
645,990,243,242,255,1,3
645,1005,238,237,255,1,3
645,1020,238,237,262,1,3
645,1035,215,225,262,1,3
645,1050,232,237,255,1,3
660,0,180,214,206,2,1
660,15,186,214,213,2,1
660,30,174,214,199,2,1
660,45,186,214,227,2,2
660,60,197,214,234,4,2
660,75,197,243,234,4,2
660,90,197,226,242,4,2
660,105,215,220,241,4,2
660,120,192,203,227,4,2
660,135,203,191,220,4,2
660,150,180,185,220,3,2
660,165,180,191,206,3,1
660,180,180,185,213,3,1
660,195,174,185,206,3,2
660,210,168,180,213,3,2
660,225,168,197,220,3,2
660,240,186,185,227,3,2
660,255,186,203,220,2,1
660,270,174,208,227,2,1
660,285,203,180,213,3,4
660,300,197,185,206,3,4
660,315,186,191,213,3,1
660,330,180,180,213,3,1
660,345,186,180,199,3,2
660,360,168,180,199,3,2
660,375,168,185,213,3,3
660,390,180,203,220,2,3
660,405,197,214,227,2,2
660,420,192,208,220,2,2
660,435,192,208,220,2,2
660,450,180,191,220,2,2
660,465,174,197,220,2,2
660,480,174,197,227,2,2
660,495,197,197,213,2,1
660,510,186,208,220,2,1
660,525,203,208,220,2,4
660,540,203,203,220,2,4
660,555,174,185,199,3,1
660,570,163,185,206,3,1
660,585,174,185,213,3,1
660,600,174,197,213,2,1
660,615,197,203,220,2,1
660,630,197,214,213,4,1
660,645,232,203,192,4,2
660,660,145,133,136,5,2
660,675,134,139,136,5,4
660,690,111,110,157,5,4
660,705,122,145,178,5,4
660,720,163,191,185,3,4
660,735,180,191,192,3,4
660,750,174,179,199,3,4
660,765,180,185,192,3,1
660,780,180,191,199,3,1
660,795,174,191,213,2,1
660,810,180,191,220,2,1
660,825,186,202,213,2,1
660,840,186,191,220,2,1
660,855,186,197,227,2,2
660,870,180,185,227,2,2
660,885,174,191,220,2,1
660,900,180,208,234,2,1
660,915,209,208,234,4,2
660,930,215,220,241,4,2
660,945,203,231,241,4,2
660,960,220,231,262,1,2
660,975,232,248,255,1,2
660,990,232,242,255,1,2
660,1005,232,242,255,1,3
660,1020,232,242,248,1,3
660,1035,226,242,262,1,3
660,1050,226,237,255,1,3
675,0,203,226,227,2,1
675,15,203,214,242,2,1
675,30,209,220,242,2,1
675,45,203,203,235,2,2
675,60,186,197,227,2,2
675,75,186,208,242,2,2
675,90,197,226,234,4,2
675,105,186,197,234,3,2
675,120,186,191,213,3,2
675,135,169,191,213,3,2
675,150,180,185,206,3,2
675,165,180,180,213,3,1
675,180,174,191,213,3,1
675,195,174,185,206,3,2
675,210,168,185,206,3,2
675,225,168,185,227,3,2
675,240,174,185,227,3,2
675,255,163,174,206,5,1
675,270,174,174,199,5,1
675,285,168,180,213,5,4
675,300,168,180,213,3,4
675,315,180,180,213,3,1
675,330,180,174,199,3,1
675,345,174,174,192,3,2
675,360,174,185,192,3,2
675,375,168,185,206,3,3
675,390,186,197,220,2,3
675,405,197,214,227,2,2
675,420,192,197,227,2,2
675,435,186,208,220,2,2
675,450,186,191,199,2,2
675,465,140,162,213,2,2
675,480,140,174,213,5,2
675,495,145,139,213,5,1
675,510,163,179,220,5,1
675,525,203,214,220,2,4
675,540,180,197,206,3,4
675,555,163,185,199,3,1
675,570,163,191,206,3,1
675,585,174,197,206,3,1
675,600,168,203,227,2,1
675,615,192,226,227,4,1
675,630,197,214,206,4,1
675,645,197,191,171,4,2
675,660,151,156,164,5,2
675,675,134,139,136,5,4
675,690,134,162,164,5,4
675,705,157,185,185,5,4
675,720,180,191,206,3,4
675,735,180,191,199,2,4
675,750,168,197,199,3,4
675,765,180,191,206,3,1
675,780,180,191,213,3,1
675,795,180,191,213,2,1
675,810,168,191,213,3,1
675,825,180,191,213,2,1
675,840,186,191,213,2,1
675,855,168,191,220,3,2
675,870,163,179,206,3,2
675,885,174,191,241,2,1
675,900,186,208,241,4,1
675,915,232,214,241,4,2
675,930,215,214,241,4,2
675,945,215,225,248,4,2
675,960,215,231,255,1,2
675,975,220,237,255,1,2
675,990,232,225,255,1,2
675,1005,220,237,255,1,3
675,1020,220,242,262,1,3
675,1035,226,248,262,1,3
675,1050,238,242,262,1,3
690,0,197,197,235,2,1
690,15,209,214,235,2,2
690,30,192,208,242,2,2
690,45,186,197,220,2,1
690,60,186,197,220,2,1
690,75,192,203,227,2,1
690,90,186,191,220,3,1
690,105,186,197,213,3,2
690,120,174,197,206,3,2
690,135,174,191,206,3,2
690,150,174,185,199,3,2
690,165,174,197,206,3,2
690,180,174,191,213,3,2
690,195,168,191,213,3,2
690,210,168,191,213,3,2
690,225,168,185,199,3,1
690,240,151,162,199,5,1
690,255,163,151,192,5,1
690,270,151,145,199,5,1
690,285,168,180,213,5,1
690,300,174,180,206,3,1
690,315,174,180,213,3,1
690,330,186,197,206,3,1
690,345,203,185,192,3,2
690,360,192,203,199,2,2
690,375,186,203,206,2,2
690,390,186,197,213,2,2
690,405,186,197,213,2,2
690,420,180,191,227,2,2
690,435,186,220,213,2,2
690,450,192,191,213,2,2
690,465,168,156,143,5,2
690,480,99,122,129,5,2
690,495,99,139,178,5,2
690,510,105,133,199,5,2
690,525,145,197,220,3,2
690,540,174,191,206,3,2
690,555,174,191,206,3,1
690,570,168,197,199,3,1
690,585,174,203,220,2,1
690,600,180,203,227,2,1
690,615,186,226,248,4,2
690,630,203,203,234,4,2
690,645,168,145,178,5,1
690,660,168,145,164,5,1
690,675,116,151,157,5,1
690,690,151,180,192,5,1
690,705,180,191,199,3,4
690,720,174,191,199,3,4
690,735,168,203,206,2,1
690,750,180,197,206,2,1
690,765,180,191,206,3,1
690,780,174,185,213,3,1
690,795,168,191,213,3,1
690,810,168,197,220,3,1
690,825,168,185,213,3,1
690,840,186,191,199,3,1
690,855,163,179,199,3,2
690,870,163,174,206,3,2
690,885,174,191,220,2,2
690,900,215,197,248,4,2
690,915,215,197,241,4,2
690,930,203,214,241,4,2
690,945,220,225,248,4,2
690,960,215,231,255,1,2
690,975,220,225,255,1,2
690,990,220,225,255,1,2
690,1005,220,225,255,1,3
690,1020,220,237,269,1,3
690,1035,226,237,255,1,3
690,1050,226,242,248,1,3
705,0,180,185,227,3,1
705,15,163,197,227,3,2
705,30,197,203,220,2,2
705,45,197,203,227,2,1
705,60,186,197,220,2,1
705,75,186,197,220,3,1
705,90,186,191,220,3,1
705,105,180,180,213,3,2
705,120,174,191,213,3,2
705,135,174,185,206,3,2
705,150,174,191,213,3,2
705,165,197,197,213,2,2
705,180,186,191,206,2,2
705,195,168,180,213,3,2
705,210,168,191,206,3,2
705,225,163,180,164,5,1
705,240,151,128,178,5,1
705,255,117,122,136,5,1
705,270,99,145,185,5,1
705,285,163,180,206,3,1
